direccion,precio,gastos_comunes,caracteristicas,num_caracteristicas,fecha_descarga,fecha_publicacion,titulo,url
,,,,0,2023-05-18,,,https://www.portalinmobiliario.com/MLC-1639969038-edificio-gral-bulnes-1-est-1-bod-vista-sur-piso-1-_JM#position=1&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
"San Pablo 1433, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,Gastos comunes aproximados $ 60.000,35 m² totales / 2 dormitorios / 2 baños,3,2023-05-18,Publicado hace 8 días por Assetplan Chile,Edificio San Pablo Vista Oriente Piso 16,https://www.portalinmobiliario.com/MLC-1382952907-edificio-san-pablo-vista-oriente-piso-16-_JM#position=2&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
"Zenteno 1490, Parque O'Higgins, Santiago, RM (Metropolitana)",310.000,Gastos comunes aproximados $ 45.000,40 m² totales / 2 dormitorios / 1 baño,3,2023-05-18,Publicado hace 9 días por Assetplan Chile,Edificio Zenteno (1 Bod.) Vista Sur Piso 11,https://www.portalinmobiliario.com/MLC-1644615150-edificio-zenteno-1-bod-vista-sur-piso-11-_JM#position=3&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
"Compañía De Jesús 1429, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",320.000,Gastos comunes aproximados $ 50.000,31 m² totales / 1 dormitorio / 1 baño,3,2023-05-18,Publicado hace 2 días por Assetplan Chile,Edificio Compañía De Jesús Vista Oriente Piso 23,https://www.portalinmobiliario.com/MLC-1384663031-edificio-compania-de-jesus-vista-oriente-piso-23-_JM#position=4&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
"Amunátegui 620, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",320.000,Gastos comunes aproximados $ 45.000,32.5 m² totales / 1 dormitorio / 1 baño,3,2023-05-18,Publicado hace 3 días por Assetplan Chile,Edificio Amunátegui Vista Norte Piso 18,https://www.portalinmobiliario.com/MLC-1384355333-edificio-amunategui-vista-norte-piso-18-_JM#position=5&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
"Merced 562, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",330.000,Gastos comunes aproximados $ 55.000,33.3 m² totales / 1 dormitorio / 1 baño,3,2023-05-18,Publicado hace 7 días por Assetplan Chile,Edificio Merced Vista Norte Piso 20,https://www.portalinmobiliario.com/MLC-1383455989-edificio-merced-vista-norte-piso-20-_JM#position=6&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
"Merced 562, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",330.000,Gastos comunes aproximados $ 55.000,33 m² totales / 1 dormitorio / 1 baño,3,2023-05-18,Publicado hace 7 días por Assetplan Chile,Edificio Merced Vista Norte Piso 12,https://www.portalinmobiliario.com/MLC-1383472919-edificio-merced-vista-norte-piso-12-_JM#position=7&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
"Carmen 90, Santa Isabel, Santiago, RM (Metropolitana)",360.000,Gastos comunes aproximados $ 75.000,35.78 m² totales / 1 dormitorio / 1 baño,3,2023-05-18,Publicado hace 7 días por Assetplan Chile,Edificio Carmen Vista Norte Piso 5,https://www.portalinmobiliario.com/MLC-1654310676-edificio-carmen-vista-norte-piso-5-_JM#position=8&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
"Coquimbo 777, San Diego, Santiago, RM (Metropolitana)",365.000,Gastos comunes aproximados $ 65.000,46.8 m² totales / 2 dormitorios / 1 baño,3,2023-05-18,Publicado hace 7 días por Assetplan Chile,Edificio Coquimbo Vista Oriente Piso 18,https://www.portalinmobiliario.com/MLC-1383404751-edificio-coquimbo-vista-oriente-piso-18-_JM#position=9&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
"Carmen 90, Santa Isabel, Santiago, RM (Metropolitana)",360.000,Gastos comunes aproximados $ 75.000,35.89 m² totales / 1 dormitorio / 1 baño,3,2023-05-18,Publicado hace 7 días por Assetplan Chile,Edificio Carmen Vista Norte Piso 7,https://www.portalinmobiliario.com/MLC-1654286156-edificio-carmen-vista-norte-piso-7-_JM#position=10&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
"Carmen 90, Santa Isabel, Santiago, RM (Metropolitana)",360.000,Gastos comunes aproximados $ 75.000,36.82 m² totales / 1 dormitorio / 1 baño,3,2023-05-18,Publicado hace 7 días por Assetplan Chile,Edificio Carmen Vista Poniente Piso 6,https://www.portalinmobiliario.com/MLC-1383472837-edificio-carmen-vista-poniente-piso-6-_JM#position=11&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
"Carmen 90, Santa Isabel, Santiago, RM (Metropolitana)",360.000,Gastos comunes aproximados $ 75.000,35.56 m² totales / 1 dormitorio / 1 baño,3,2023-05-18,Publicado hace 7 días por Assetplan Chile,Edificio Carmen Vista Poniente Piso 8,https://www.portalinmobiliario.com/MLC-1383417237-edificio-carmen-vista-poniente-piso-8-_JM#position=12&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
"Sara Del Campo 535, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",321.000,Gastos comunes aproximados $ 81.000,33 m² totales / 1 dormitorio / 1 baño,3,2023-05-18,Publicado hace 4 meses por Blue Home,"Sara Del Campo 535 -  Departamento 1d1b, Santiago",https://www.portalinmobiliario.com/MLC-1619702950-sara-del-campo-535-departamento-1d1b-santiago-_JM#position=13&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
"Av. Almte. Blanco Encalada 2527, Barrio República, Santiago, RM (Metropolitana)",370.000,Gastos comunes aproximados $ 65.000,37.58 m² totales / 1 dormitorio / 1 baño,3,2023-05-18,Publicado hace 10 días por Assetplan Chile,Edificio Av. Almte. Blanco Encalada (1 Est. 1 Bod.) Vista N,https://www.portalinmobiliario.com/MLC-1639979762-edificio-av-almte-blanco-encalada-1-est-1-bod-vista-n-_JM#position=14&search_layout=stack&type=item&tracking_id=81413aaa-0e03-4788-b84e-a38a5ece27e5
